,item_category_name,date,item_category_id,item_name,item_id,date_block_num,shop_id,item_price,item_cnt_day
397,Игровые консоли - PS4,18.08.2015,2,2,2,2,2,2,2
398,Игровые консоли - PS4,18.09.2014,8,8,8,8,8,8,8
399,Игровые консоли - PS4,18.09.2015,9,9,9,9,9,9,9
400,Игровые консоли - PS4,18.10.2014,16,16,16,16,16,16,16
401,Игровые консоли - PS4,18.10.2015,12,12,12,12,12,12,12
402,Игровые консоли - PS4,18.11.2014,16,16,16,16,16,16,16
403,Игровые консоли - PS4,18.12.2013,21,21,21,21,21,21,21
404,Игровые консоли - PS4,18.12.2014,40,40,40,40,40,40,40
405,Игровые консоли - PS4,19.01.2014,8,8,8,8,8,8,8
406,Игровые консоли - PS4,19.01.2015,6,6,6,6,6,6,6
407,Игровые консоли - PS4,19.02.2014,18,18,18,18,18,18,18
408,Игровые консоли - PS4,19.02.2015,6,6,6,6,6,6,6
409,Игровые консоли - PS4,19.03.2014,13,13,13,13,13,13,13
410,Игровые консоли - PS4,19.03.2015,7,7,7,7,7,7,7
411,Игровые консоли - PS4,19.04.2014,9,9,9,9,9,9,9
412,Игровые консоли - PS4,19.04.2015,5,5,5,5,5,5,5
413,Игровые консоли - PS4,19.05.2014,8,8,8,8,8,8,8
414,Игровые консоли - PS4,19.05.2015,3,3,3,3,3,3,3
415,Игровые консоли - PS4,19.06.2014,13,13,13,13,13,13,13
416,Игровые консоли - PS4,19.06.2015,5,5,5,5,5,5,5
417,Игровые консоли - PS4,19.07.2014,11,11,11,11,11,11,11
418,Игровые консоли - PS4,19.08.2014,28,28,28,28,28,28,28
419,Игровые консоли - PS4,19.08.2015,1,1,1,1,1,1,1
420,Игровые консоли - PS4,19.09.2014,14,14,14,14,14,14,14
421,Игровые консоли - PS4,19.09.2015,4,4,4,4,4,4,4
422,Игровые консоли - PS4,19.10.2014,16,16,16,16,16,16,16
423,Игровые консоли - PS4,19.10.2015,2,2,2,2,2,2,2
424,Игровые консоли - PS4,19.11.2014,25,25,25,25,25,25,25
425,Игровые консоли - PS4,19.12.2013,26,26,26,26,26,26,26
426,Игровые консоли - PS4,19.12.2014,40,40,40,40,40,40,40
427,Игровые консоли - PS4,20.01.2014,4,4,4,4,4,4,4
428,Игровые консоли - PS4,20.01.2015,8,8,8,8,8,8,8
429,Игровые консоли - PS4,20.02.2014,17,17,17,17,17,17,17
430,Игровые консоли - PS4,20.02.2015,8,8,8,8,8,8,8
431,Игровые консоли - PS4,20.03.2014,15,15,15,15,15,15,15
432,Игровые консоли - PS4,20.03.2015,3,3,3,3,3,3,3
433,Игровые консоли - PS4,20.04.2014,6,6,6,6,6,6,6
434,Игровые консоли - PS4,20.04.2015,2,2,2,2,2,2,2
435,Игровые консоли - PS4,20.05.2014,7,7,7,7,7,7,7
436,Игровые консоли - PS4,20.05.2015,4,4,4,4,4,4,4
437,Игровые консоли - PS4,20.06.2014,16,16,16,16,16,16,16
438,Игровые консоли - PS4,20.06.2015,3,3,3,3,3,3,3
439,Игровые консоли - PS4,20.07.2014,6,6,6,6,6,6,6
440,Игровые консоли - PS4,20.07.2015,1,1,1,1,1,1,1
441,Игровые консоли - PS4,20.08.2014,17,17,17,17,17,17,17
442,Игровые консоли - PS4,20.08.2015,2,2,2,2,2,2,2
443,Игровые консоли - PS4,20.09.2014,15,15,15,15,15,15,15
444,Игровые консоли - PS4,20.09.2015,2,2,2,2,2,2,2
445,Игровые консоли - PS4,20.10.2014,8,8,8,8,8,8,8
446,Игровые консоли - PS4,20.10.2015,4,4,4,4,4,4,4
447,Игровые консоли - PS4,20.11.2014,27,27,27,27,27,27,27
448,Игровые консоли - PS4,20.12.2013,21,21,21,21,21,21,21
449,Игровые консоли - PS4,20.12.2014,39,39,39,39,39,39,39
450,Игровые консоли - PS4,21.01.2014,8,8,8,8,8,8,8
451,Игровые консоли - PS4,21.01.2015,10,10,10,10,10,10,10
452,Игровые консоли - PS4,21.02.2014,23,23,23,23,23,23,23
453,Игровые консоли - PS4,21.02.2015,11,11,11,11,11,11,11
454,Игровые консоли - PS4,21.03.2014,25,25,25,25,25,25,25
455,Игровые консоли - PS4,21.03.2015,6,6,6,6,6,6,6
456,Игровые консоли - PS4,21.04.2014,5,5,5,5,5,5,5
457,Игровые консоли - PS4,21.04.2015,1,1,1,1,1,1,1
458,Игровые консоли - PS4,21.05.2014,8,8,8,8,8,8,8
459,Игровые консоли - PS4,21.05.2015,1,1,1,1,1,1,1
460,Игровые консоли - PS4,21.06.2014,19,19,19,19,19,19,19
461,Игровые консоли - PS4,21.06.2015,7,7,7,7,7,7,7
462,Игровые консоли - PS4,21.07.2014,12,12,12,12,12,12,12
463,Игровые консоли - PS4,21.07.2015,3,3,3,3,3,3,3
464,Игровые консоли - PS4,21.08.2014,16,16,16,16,16,16,16
465,Игровые консоли - PS4,21.08.2015,4,4,4,4,4,4,4
466,Игровые консоли - PS4,21.09.2014,17,17,17,17,17,17,17
467,Игровые консоли - PS4,21.09.2015,4,4,4,4,4,4,4
468,Игровые консоли - PS4,21.10.2014,2,2,2,2,2,2,2
469,Игровые консоли - PS4,21.10.2015,3,3,3,3,3,3,3
470,Игровые консоли - PS4,21.11.2014,28,28,28,28,28,28,28
471,Игровые консоли - PS4,21.12.2013,24,24,24,24,24,24,24
472,Игровые консоли - PS4,21.12.2014,29,29,29,29,29,29,29
473,Игровые консоли - PS4,22.01.2014,5,5,5,5,5,5,5
474,Игровые консоли - PS4,22.01.2015,6,6,6,6,6,6,6
475,Игровые консоли - PS4,22.02.2014,26,26,26,26,26,26,26
476,Игровые консоли - PS4,22.02.2015,13,13,13,13,13,13,13
477,Игровые консоли - PS4,22.03.2014,29,29,29,29,29,29,29
478,Игровые консоли - PS4,22.03.2015,5,5,5,5,5,5,5
479,Игровые консоли - PS4,22.04.2014,4,4,4,4,4,4,4
480,Игровые консоли - PS4,22.04.2015,1,1,1,1,1,1,1
481,Игровые консоли - PS4,22.05.2014,3,3,3,3,3,3,3
482,Игровые консоли - PS4,22.05.2015,6,6,6,6,6,6,6
483,Игровые консоли - PS4,22.06.2014,10,10,10,10,10,10,10
484,Игровые консоли - PS4,22.06.2015,1,1,1,1,1,1,1
485,Игровые консоли - PS4,22.07.2014,8,8,8,8,8,8,8
486,Игровые консоли - PS4,22.07.2015,4,4,4,4,4,4,4
487,Игровые консоли - PS4,22.08.2014,18,18,18,18,18,18,18
488,Игровые консоли - PS4,22.08.2015,5,5,5,5,5,5,5
489,Игровые консоли - PS4,22.09.2014,12,12,12,12,12,12,12
490,Игровые консоли - PS4,22.09.2015,7,7,7,7,7,7,7
491,Игровые консоли - PS4,22.10.2014,6,6,6,6,6,6,6
492,Игровые консоли - PS4,22.10.2015,5,5,5,5,5,5,5
493,Игровые консоли - PS4,22.11.2014,32,32,32,32,32,32,32
494,Игровые консоли - PS4,22.12.2013,17,17,17,17,17,17,17
495,Игровые консоли - PS4,22.12.2014,14,14,14,14,14,14,14
496,Игровые консоли - PS4,23.01.2014,4,4,4,4,4,4,4
497,Игровые консоли - PS4,23.01.2015,6,6,6,6,6,6,6
498,Игровые консоли - PS4,23.02.2014,14,14,14,14,14,14,14
499,Игровые консоли - PS4,23.02.2015,12,12,12,12,12,12,12
500,Игровые консоли - PS4,23.03.2014,13,13,13,13,13,13,13
501,Игровые консоли - PS4,23.03.2015,3,3,3,3,3,3,3
502,Игровые консоли - PS4,23.04.2014,12,12,12,12,12,12,12
503,Игровые консоли - PS4,23.05.2014,6,6,6,6,6,6,6
504,Игровые консоли - PS4,23.05.2015,9,9,9,9,9,9,9
505,Игровые консоли - PS4,23.06.2014,12,12,12,12,12,12,12
506,Игровые консоли - PS4,23.06.2015,1,1,1,1,1,1,1
507,Игровые консоли - PS4,23.07.2014,10,10,10,10,10,10,10
508,Игровые консоли - PS4,23.07.2015,4,4,4,4,4,4,4
509,Игровые консоли - PS4,23.08.2014,18,18,18,18,18,18,18
510,Игровые консоли - PS4,23.08.2015,5,5,5,5,5,5,5
511,Игровые консоли - PS4,23.09.2014,6,6,6,6,6,6,6
512,Игровые консоли - PS4,23.09.2015,4,4,4,4,4,4,4
513,Игровые консоли - PS4,23.10.2014,6,6,6,6,6,6,6
514,Игровые консоли - PS4,23.10.2015,1,1,1,1,1,1,1
515,Игровые консоли - PS4,23.11.2014,27,27,27,27,27,27,27
516,Игровые консоли - PS4,23.12.2013,24,24,24,24,24,24,24
517,Игровые консоли - PS4,23.12.2014,22,22,22,22,22,22,22
518,Игровые консоли - PS4,24.01.2014,8,8,8,8,8,8,8
519,Игровые консоли - PS4,24.01.2015,7,7,7,7,7,7,7
520,Игровые консоли - PS4,24.02.2014,13,13,13,13,13,13,13
521,Игровые консоли - PS4,24.02.2015,8,8,8,8,8,8,8
522,Игровые консоли - PS4,24.03.2014,19,19,19,19,19,19,19
523,Игровые консоли - PS4,24.03.2015,5,5,5,5,5,5,5
524,Игровые консоли - PS4,24.04.2014,10,10,10,10,10,10,10
525,Игровые консоли - PS4,24.04.2015,5,5,5,5,5,5,5
526,Игровые консоли - PS4,24.05.2014,12,12,12,12,12,12,12
527,Игровые консоли - PS4,24.05.2015,4,4,4,4,4,4,4
528,Игровые консоли - PS4,24.06.2014,11,11,11,11,11,11,11
529,Игровые консоли - PS4,24.06.2015,5,5,5,5,5,5,5
530,Игровые консоли - PS4,24.07.2014,6,6,6,6,6,6,6
531,Игровые консоли - PS4,24.08.2014,18,18,18,18,18,18,18
532,Игровые консоли - PS4,24.08.2015,5,5,5,5,5,5,5
533,Игровые консоли - PS4,24.09.2014,10,10,10,10,10,10,10
534,Игровые консоли - PS4,24.09.2015,5,5,5,5,5,5,5
535,Игровые консоли - PS4,24.10.2014,9,9,9,9,9,9,9
536,Игровые консоли - PS4,24.10.2015,4,4,4,4,4,4,4
537,Игровые консоли - PS4,24.11.2014,16,16,16,16,16,16,16
538,Игровые консоли - PS4,24.12.2013,29,29,29,29,29,29,29
539,Игровые консоли - PS4,24.12.2014,16,16,16,16,16,16,16
540,Игровые консоли - PS4,25.01.2014,6,6,6,6,6,6,6
541,Игровые консоли - PS4,25.01.2015,5,5,5,5,5,5,5
542,Игровые консоли - PS4,25.02.2014,12,12,12,12,12,12,12
543,Игровые консоли - PS4,25.02.2015,7,7,7,7,7,7,7
544,Игровые консоли - PS4,25.03.2014,19,19,19,19,19,19,19
545,Игровые консоли - PS4,25.03.2015,9,9,9,9,9,9,9
546,Игровые консоли - PS4,25.04.2014,10,10,10,10,10,10,10
547,Игровые консоли - PS4,25.04.2015,4,4,4,4,4,4,4
548,Игровые консоли - PS4,25.05.2014,7,7,7,7,7,7,7
549,Игровые консоли - PS4,25.05.2015,4,4,4,4,4,4,4
550,Игровые консоли - PS4,25.06.2014,9,9,9,9,9,9,9
551,Игровые консоли - PS4,25.07.2014,10,10,10,10,10,10,10
552,Игровые консоли - PS4,25.07.2015,3,3,3,3,3,3,3
553,Игровые консоли - PS4,25.08.2014,22,22,22,22,22,22,22
554,Игровые консоли - PS4,25.08.2015,7,7,7,7,7,7,7
555,Игровые консоли - PS4,25.09.2014,28,28,28,28,28,28,28
556,Игровые консоли - PS4,25.09.2015,7,7,7,7,7,7,7
557,Игровые консоли - PS4,25.10.2014,15,15,15,15,15,15,15
558,Игровые консоли - PS4,25.10.2015,8,8,8,8,8,8,8
559,Игровые консоли - PS4,25.11.2014,18,18,18,18,18,18,18
560,Игровые консоли - PS4,25.12.2013,22,22,22,22,22,22,22
561,Игровые консоли - PS4,25.12.2014,10,10,10,10,10,10,10
562,Игровые консоли - PS4,26.01.2014,3,3,3,3,3,3,3
563,Игровые консоли - PS4,26.01.2015,4,4,4,4,4,4,4
564,Игровые консоли - PS4,26.02.2014,16,16,16,16,16,16,16
565,Игровые консоли - PS4,26.02.2015,9,9,9,9,9,9,9
566,Игровые консоли - PS4,26.03.2014,24,24,24,24,24,24,24
567,Игровые консоли - PS4,26.03.2015,10,10,10,10,10,10,10
568,Игровые консоли - PS4,26.04.2014,18,18,18,18,18,18,18
569,Игровые консоли - PS4,26.04.2015,5,5,5,5,5,5,5
570,Игровые консоли - PS4,26.05.2014,8,8,8,8,8,8,8
571,Игровые консоли - PS4,26.05.2015,5,5,5,5,5,5,5
572,Игровые консоли - PS4,26.06.2014,12,12,12,12,12,12,12
573,Игровые консоли - PS4,26.06.2015,4,4,4,4,4,4,4
574,Игровые консоли - PS4,26.07.2014,14,14,14,14,14,14,14
575,Игровые консоли - PS4,26.07.2015,2,2,2,2,2,2,2
576,Игровые консоли - PS4,26.08.2014,14,14,14,14,14,14,14
577,Игровые консоли - PS4,26.08.2015,6,6,6,6,6,6,6
578,Игровые консоли - PS4,26.09.2014,19,19,19,19,19,19,19
579,Игровые консоли - PS4,26.09.2015,12,12,12,12,12,12,12
580,Игровые консоли - PS4,26.10.2014,9,9,9,9,9,9,9
581,Игровые консоли - PS4,26.10.2015,4,4,4,4,4,4,4
582,Игровые консоли - PS4,26.11.2014,22,22,22,22,22,22,22
583,Игровые консоли - PS4,26.12.2013,27,27,27,27,27,27,27
584,Игровые консоли - PS4,26.12.2014,22,22,22,22,22,22,22
585,Игровые консоли - PS4,27.01.2015,8,8,8,8,8,8,8
586,Игровые консоли - PS4,27.02.2014,14,14,14,14,14,14,14
587,Игровые консоли - PS4,27.02.2015,9,9,9,9,9,9,9
588,Игровые консоли - PS4,27.03.2014,19,19,19,19,19,19,19
589,Игровые консоли - PS4,27.03.2015,5,5,5,5,5,5,5
590,Игровые консоли - PS4,27.04.2014,10,10,10,10,10,10,10
591,Игровые консоли - PS4,27.04.2015,2,2,2,2,2,2,2
592,Игровые консоли - PS4,27.05.2014,12,12,12,12,12,12,12
593,Игровые консоли - PS4,27.05.2015,3,3,3,3,3,3,3
594,Игровые консоли - PS4,27.06.2014,18,18,18,18,18,18,18
595,Игровые консоли - PS4,27.07.2014,15,15,15,15,15,15,15
596,Игровые консоли - PS4,27.08.2014,17,17,17,17,17,17,17
597,Игровые консоли - PS4,27.08.2015,9,9,9,9,9,9,9
598,Игровые консоли - PS4,27.09.2014,28,28,28,28,28,28,28
599,Игровые консоли - PS4,27.09.2015,7,7,7,7,7,7,7
600,Игровые консоли - PS4,27.10.2014,2,2,2,2,2,2,2
601,Игровые консоли - PS4,27.10.2015,4,4,4,4,4,4,4
602,Игровые консоли - PS4,27.11.2014,21,21,21,21,21,21,21
603,Игровые консоли - PS4,27.12.2013,28,28,28,28,28,28,28
604,Игровые консоли - PS4,27.12.2014,39,39,39,39,39,39,39
605,Игровые консоли - PS4,28.01.2014,4,4,4,4,4,4,4
606,Игровые консоли - PS4,28.01.2015,6,6,6,6,6,6,6
607,Игровые консоли - PS4,28.02.2014,17,17,17,17,17,17,17
608,Игровые консоли - PS4,28.02.2015,10,10,10,10,10,10,10
609,Игровые консоли - PS4,28.03.2014,19,19,19,19,19,19,19
610,Игровые консоли - PS4,28.03.2015,9,9,9,9,9,9,9
611,Игровые консоли - PS4,28.04.2014,15,15,15,15,15,15,15
612,Игровые консоли - PS4,28.04.2015,3,3,3,3,3,3,3
613,Игровые консоли - PS4,28.05.2014,12,12,12,12,12,12,12
614,Игровые консоли - PS4,28.05.2015,3,3,3,3,3,3,3
615,Игровые консоли - PS4,28.06.2014,13,13,13,13,13,13,13
616,Игровые консоли - PS4,28.06.2015,2,2,2,2,2,2,2
617,Игровые консоли - PS4,28.07.2014,11,11,11,11,11,11,11
618,Игровые консоли - PS4,28.07.2015,4,4,4,4,4,4,4
619,Игровые консоли - PS4,28.08.2014,14,14,14,14,14,14,14
620,Игровые консоли - PS4,28.08.2015,9,9,9,9,9,9,9
621,Игровые консоли - PS4,28.09.2014,19,19,19,19,19,19,19
622,Игровые консоли - PS4,28.09.2015,5,5,5,5,5,5,5
623,Игровые консоли - PS4,28.10.2014,6,6,6,6,6,6,6
624,Игровые консоли - PS4,28.10.2015,6,6,6,6,6,6,6
625,Игровые консоли - PS4,28.11.2014,25,25,25,25,25,25,25
626,Игровые консоли - PS4,28.12.2013,34,34,34,34,34,34,34
627,Игровые консоли - PS4,28.12.2014,27,27,27,27,27,27,27
628,Игровые консоли - PS4,29.01.2014,5,5,5,5,5,5,5
629,Игровые консоли - PS4,29.01.2015,6,6,6,6,6,6,6
630,Игровые консоли - PS4,29.03.2014,19,19,19,19,19,19,19
631,Игровые консоли - PS4,29.03.2015,7,7,7,7,7,7,7
632,Игровые консоли - PS4,29.04.2014,11,11,11,11,11,11,11
633,Игровые консоли - PS4,29.04.2015,3,3,3,3,3,3,3
634,Игровые консоли - PS4,29.05.2014,7,7,7,7,7,7,7
635,Игровые консоли - PS4,29.05.2015,3,3,3,3,3,3,3
636,Игровые консоли - PS4,29.06.2014,5,5,5,5,5,5,5
637,Игровые консоли - PS4,29.06.2015,8,8,8,8,8,8,8
638,Игровые консоли - PS4,29.07.2014,16,16,16,16,16,16,16
639,Игровые консоли - PS4,29.08.2014,19,19,19,19,19,19,19
640,Игровые консоли - PS4,29.08.2015,7,7,7,7,7,7,7
641,Игровые консоли - PS4,29.09.2014,19,19,19,19,19,19,19
642,Игровые консоли - PS4,29.09.2015,10,10,10,10,10,10,10
643,Игровые консоли - PS4,29.10.2014,11,11,11,11,11,11,11
644,Игровые консоли - PS4,29.10.2015,2,2,2,2,2,2,2
645,Игровые консоли - PS4,29.11.2013,42,42,42,42,42,42,42
646,Игровые консоли - PS4,29.11.2014,31,31,31,31,31,31,31
647,Игровые консоли - PS4,29.12.2013,27,27,27,27,27,27,27
648,Игровые консоли - PS4,29.12.2014,30,30,30,30,30,30,30
649,Игровые консоли - PS4,30.01.2014,6,6,6,6,6,6,6
650,Игровые консоли - PS4,30.01.2015,6,6,6,6,6,6,6
651,Игровые консоли - PS4,30.03.2014,17,17,17,17,17,17,17
652,Игровые консоли - PS4,30.03.2015,8,8,8,8,8,8,8
653,Игровые консоли - PS4,30.04.2014,13,13,13,13,13,13,13
654,Игровые консоли - PS4,30.04.2015,3,3,3,3,3,3,3
655,Игровые консоли - PS4,30.05.2014,6,6,6,6,6,6,6
656,Игровые консоли - PS4,30.05.2015,12,12,12,12,12,12,12
657,Игровые консоли - PS4,30.06.2014,9,9,9,9,9,9,9
658,Игровые консоли - PS4,30.06.2015,5,5,5,5,5,5,5
659,Игровые консоли - PS4,30.07.2014,21,21,21,21,21,21,21
660,Игровые консоли - PS4,30.08.2014,14,14,14,14,14,14,14
661,Игровые консоли - PS4,30.08.2015,4,4,4,4,4,4,4
662,Игровые консоли - PS4,30.09.2014,22,22,22,22,22,22,22
663,Игровые консоли - PS4,30.09.2015,3,3,3,3,3,3,3
664,Игровые консоли - PS4,30.10.2014,11,11,11,11,11,11,11
665,Игровые консоли - PS4,30.10.2015,8,8,8,8,8,8,8
666,Игровые консоли - PS4,30.11.2013,41,41,41,41,41,41,41
667,Игровые консоли - PS4,30.11.2014,26,26,26,26,26,26,26
668,Игровые консоли - PS4,30.12.2013,27,27,27,27,27,27,27
669,Игровые консоли - PS4,30.12.2014,38,38,38,38,38,38,38
670,Игровые консоли - PS4,31.01.2014,7,7,7,7,7,7,7
671,Игровые консоли - PS4,31.01.2015,7,7,7,7,7,7,7
672,Игровые консоли - PS4,31.03.2014,13,13,13,13,13,13,13
673,Игровые консоли - PS4,31.03.2015,5,5,5,5,5,5,5
674,Игровые консоли - PS4,31.05.2014,15,15,15,15,15,15,15
675,Игровые консоли - PS4,31.05.2015,7,7,7,7,7,7,7
676,Игровые консоли - PS4,31.07.2014,15,15,15,15,15,15,15
677,Игровые консоли - PS4,31.07.2015,2,2,2,2,2,2,2
678,Игровые консоли - PS4,31.08.2014,16,16,16,16,16,16,16
679,Игровые консоли - PS4,31.08.2015,9,9,9,9,9,9,9
680,Игровые консоли - PS4,31.10.2014,13,13,13,13,13,13,13
681,Игровые консоли - PS4,31.10.2015,5,5,5,5,5,5,5
682,Игровые консоли - PS4,31.12.2013,23,23,23,23,23,23,23
683,Игровые консоли - PS4,31.12.2014,37,37,37,37,37,37,37
684,Игровые консоли - XBOX ONE,01.01.2015,11,11,11,11,11,11,11
685,Игровые консоли - XBOX ONE,01.03.2015,2,2,2,2,2,2,2
686,Игровые консоли - XBOX ONE,01.04.2015,2,2,2,2,2,2,2
687,Игровые консоли - XBOX ONE,01.05.2015,2,2,2,2,2,2,2
688,Игровые консоли - XBOX ONE,01.06.2015,1,1,1,1,1,1,1
689,Игровые консоли - XBOX ONE,01.07.2015,4,4,4,4,4,4,4
690,Игровые консоли - XBOX ONE,01.08.2014,5,5,5,5,5,5,5
691,Игровые консоли - XBOX ONE,01.08.2015,3,3,3,3,3,3,3
692,Игровые консоли - XBOX ONE,01.09.2014,3,3,3,3,3,3,3
693,Игровые консоли - XBOX ONE,01.10.2014,8,8,8,8,8,8,8
694,Игровые консоли - XBOX ONE,01.10.2015,2,2,2,2,2,2,2
695,Игровые консоли - XBOX ONE,01.11.2014,11,11,11,11,11,11,11
696,Игровые консоли - XBOX ONE,01.12.2014,2,2,2,2,2,2,2
697,Игровые консоли - XBOX ONE,02.01.2015,22,22,22,22,22,22,22
698,Игровые консоли - XBOX ONE,02.02.2015,3,3,3,3,3,3,3
699,Игровые консоли - XBOX ONE,02.03.2015,1,1,1,1,1,1,1
700,Игровые консоли - XBOX ONE,02.05.2015,2,2,2,2,2,2,2
701,Игровые консоли - XBOX ONE,02.06.2015,2,2,2,2,2,2,2
702,Игровые консоли - XBOX ONE,02.07.2015,1,1,1,1,1,1,1
703,Игровые консоли - XBOX ONE,02.08.2014,7,7,7,7,7,7,7
704,Игровые консоли - XBOX ONE,02.08.2015,1,1,1,1,1,1,1
705,Игровые консоли - XBOX ONE,02.09.2014,3,3,3,3,3,3,3
706,Игровые консоли - XBOX ONE,02.09.2015,1,1,1,1,1,1,1
707,Игровые консоли - XBOX ONE,02.10.2014,7,7,7,7,7,7,7
708,Игровые консоли - XBOX ONE,02.10.2015,2,2,2,2,2,2,2
709,Игровые консоли - XBOX ONE,02.11.2014,5,5,5,5,5,5,5
710,Игровые консоли - XBOX ONE,02.12.2014,3,3,3,3,3,3,3
711,Игровые консоли - XBOX ONE,03.01.2015,26,26,26,26,26,26,26
712,Игровые консоли - XBOX ONE,03.02.2015,1,1,1,1,1,1,1
713,Игровые консоли - XBOX ONE,03.04.2015,1,1,1,1,1,1,1
714,Игровые консоли - XBOX ONE,03.06.2015,3,3,3,3,3,3,3
715,Игровые консоли - XBOX ONE,03.08.2014,3,3,3,3,3,3,3
716,Игровые консоли - XBOX ONE,03.08.2015,2,2,2,2,2,2,2
717,Игровые консоли - XBOX ONE,03.09.2014,2,2,2,2,2,2,2
718,Игровые консоли - XBOX ONE,03.10.2014,11,11,11,11,11,11,11
719,Игровые консоли - XBOX ONE,03.10.2015,5,5,5,5,5,5,5
720,Игровые консоли - XBOX ONE,03.11.2014,7,7,7,7,7,7,7
721,Игровые консоли - XBOX ONE,03.12.2014,3,3,3,3,3,3,3
722,Игровые консоли - XBOX ONE,04.01.2015,18,18,18,18,18,18,18
723,Игровые консоли - XBOX ONE,04.02.2015,1,1,1,1,1,1,1
724,Игровые консоли - XBOX ONE,04.03.2015,1,1,1,1,1,1,1
725,Игровые консоли - XBOX ONE,04.04.2015,1,1,1,1,1,1,1
726,Игровые консоли - XBOX ONE,04.06.2015,1,1,1,1,1,1,1
727,Игровые консоли - XBOX ONE,04.07.2015,1,1,1,1,1,1,1
728,Игровые консоли - XBOX ONE,04.08.2014,3,3,3,3,3,3,3
729,Игровые консоли - XBOX ONE,04.08.2015,2,2,2,2,2,2,2
730,Игровые консоли - XBOX ONE,04.09.2014,4,4,4,4,4,4,4
731,Игровые консоли - XBOX ONE,04.09.2015,2,2,2,2,2,2,2
732,Игровые консоли - XBOX ONE,04.10.2014,14,14,14,14,14,14,14
733,Игровые консоли - XBOX ONE,04.11.2014,5,5,5,5,5,5,5
734,Игровые консоли - XBOX ONE,04.12.2014,9,9,9,9,9,9,9
735,Игровые консоли - XBOX ONE,05.01.2015,25,25,25,25,25,25,25
736,Игровые консоли - XBOX ONE,05.04.2015,1,1,1,1,1,1,1
737,Игровые консоли - XBOX ONE,05.05.2015,1,1,1,1,1,1,1
738,Игровые консоли - XBOX ONE,05.06.2015,3,3,3,3,3,3,3
739,Игровые консоли - XBOX ONE,05.07.2015,3,3,3,3,3,3,3
740,Игровые консоли - XBOX ONE,05.08.2014,6,6,6,6,6,6,6
741,Игровые консоли - XBOX ONE,05.08.2015,1,1,1,1,1,1,1
742,Игровые консоли - XBOX ONE,05.09.2014,5,5,5,5,5,5,5
743,Игровые консоли - XBOX ONE,05.09.2015,4,4,4,4,4,4,4
744,Игровые консоли - XBOX ONE,05.10.2014,10,10,10,10,10,10,10
745,Игровые консоли - XBOX ONE,05.10.2015,3,3,3,3,3,3,3
746,Игровые консоли - XBOX ONE,05.11.2014,3,3,3,3,3,3,3
747,Игровые консоли - XBOX ONE,05.12.2014,9,9,9,9,9,9,9
748,Игровые консоли - XBOX ONE,06.01.2015,19,19,19,19,19,19,19
749,Игровые консоли - XBOX ONE,06.02.2015,1,1,1,1,1,1,1
750,Игровые консоли - XBOX ONE,06.03.2015,2,2,2,2,2,2,2
751,Игровые консоли - XBOX ONE,06.06.2015,1,1,1,1,1,1,1
752,Игровые консоли - XBOX ONE,06.07.2015,1,1,1,1,1,1,1
753,Игровые консоли - XBOX ONE,06.08.2014,5,5,5,5,5,5,5
754,Игровые консоли - XBOX ONE,06.08.2015,2,2,2,2,2,2,2
755,Игровые консоли - XBOX ONE,06.09.2014,1,1,1,1,1,1,1
756,Игровые консоли - XBOX ONE,06.09.2015,7,7,7,7,7,7,7
757,Игровые консоли - XBOX ONE,06.10.2014,6,6,6,6,6,6,6
758,Игровые консоли - XBOX ONE,06.10.2015,1,1,1,1,1,1,1
759,Игровые консоли - XBOX ONE,06.11.2014,2,2,2,2,2,2,2
760,Игровые консоли - XBOX ONE,06.12.2014,10,10,10,10,10,10,10
761,Игровые консоли - XBOX ONE,07.01.2015,10,10,10,10,10,10,10
762,Игровые консоли - XBOX ONE,07.02.2015,1,1,1,1,1,1,1
763,Игровые консоли - XBOX ONE,07.03.2015,5,5,5,5,5,5,5
764,Игровые консоли - XBOX ONE,07.04.2015,2,2,2,2,2,2,2
765,Игровые консоли - XBOX ONE,07.05.2015,3,3,3,3,3,3,3
766,Игровые консоли - XBOX ONE,07.06.2015,1,1,1,1,1,1,1
767,Игровые консоли - XBOX ONE,07.07.2015,2,2,2,2,2,2,2
768,Игровые консоли - XBOX ONE,07.08.2014,6,6,6,6,6,6,6
769,Игровые консоли - XBOX ONE,07.08.2015,2,2,2,2,2,2,2
770,Игровые консоли - XBOX ONE,07.09.2014,8,8,8,8,8,8,8
771,Игровые консоли - XBOX ONE,07.09.2015,4,4,4,4,4,4,4
772,Игровые консоли - XBOX ONE,07.10.2014,6,6,6,6,6,6,6
773,Игровые консоли - XBOX ONE,07.11.2014,3,3,3,3,3,3,3
774,Игровые консоли - XBOX ONE,07.12.2014,9,9,9,9,9,9,9
775,Игровые консоли - XBOX ONE,08.01.2015,19,19,19,19,19,19,19
776,Игровые консоли - XBOX ONE,08.02.2015,2,2,2,2,2,2,2
777,Игровые консоли - XBOX ONE,08.03.2015,1,1,1,1,1,1,1
778,Игровые консоли - XBOX ONE,08.04.2015,2,2,2,2,2,2,2
779,Игровые консоли - XBOX ONE,08.05.2015,3,3,3,3,3,3,3
780,Игровые консоли - XBOX ONE,08.07.2015,1,1,1,1,1,1,1
781,Игровые консоли - XBOX ONE,08.08.2014,6,6,6,6,6,6,6
782,Игровые консоли - XBOX ONE,08.08.2015,2,2,2,2,2,2,2
783,Игровые консоли - XBOX ONE,08.09.2014,3,3,3,3,3,3,3
